Events_id,Cities,campaign_id,Start_date,End_date,Products,Category,base_price,Promotions,offers,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,No_USe,Reveneu_before_promo,Reveneu_after_promo,IR,ISU,store_id
edaef4,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,416,3260,1630,83200,326000,242800,2844,STHYD-5
d3f755,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,43,342,171,51170,203490,152320,299,STCBE-1
0ba095,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,274,210,210,42744,24570,-18174,-64,STCBE-1
911349,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,397,1214,1214,1191000,3035000,1844000,817,STHYD-0
6d65d2,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,480,3734,1867,177600,690790,513190,3254,STBLR-8
4ab3bc,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,66,49,49,5940,3307.5,-2632.5,-17,STHYD-2
c22cf6,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,58,81,81,3596,2511,-1085,23,STCHE-6
cc2182,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,85,117,117,5270,3627,-1643,32,STMDU-1
bdf2b8,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,56,71,71,3472,2201,-1271,15,STVJD-1
db8aa8,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,193,1492,746,38600,149200,110600,1299,STTRV-1
466d6c,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,31,50,50,5890,4750,-1140,19,STMYS-1
6444b7,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,85,81,81,35275,25211.25,-10063.75,-4,STCHE-2
f1cd45,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,50,64,64,9500,6080,-3420,14,STVJD-1
23421e,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,54,77,77,3348,2387,-961,23,STBLR-2
3c3c49,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,40,336,168,47600,199920,152320,296,STCBE-2
680acd,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,46,73,73,8740,6935,-1805,27,STHYD-3
fe2fe7,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,127,115,115,6985,4743.75,-2241.25,-12,STCHE-4
e2abd2,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,73,92,92,8030,5060,-2970,19,STCHE-3
7c51b1,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,59,89,89,6490,4895,-1595,30,STCBE-0
494f1b,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,94,748,374,32900,130900,98000,654,STVSK-2
144c17,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,411,509,509,353460,293285.8,-60174.2,98,STCHE-2
28acbc,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,105,132,132,6825,4290,-2535,27,STBLR-2
00af86,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,15,14,14,6225,4357.5,-1867.5,-1,STCBE-0
6321fa,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,31,26,26,1550,975,-575,-5,STCHE-3
6a7668,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,112,321,321,336000,802500,466500,209,STCHE-4
c7fefa,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,28,40,40,5320,3800,-1520,12,STMDU-1
c5f80e,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,43,250,125,43860,127500,83640,207,STCHE-1
86755e,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,45,382,191,13500,57300,43800,337,STCHE-4
3.56E+10,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,36,290,145,42840,172550,129710,254,STMDU-3
a26b45,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,287,413,413,49364,47594.12,-1769.88,126,STBLR-3
fe7b5d,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,472,3804,1902,94400,380400,286000,3332,STHYD-2
8d68bc,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,357,289,289,55692,33813,-21879,-68,STHYD-2
9bc176,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,416,2170,1085,153920,401450,247530,1754,STHYD-3
17df71,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,46,358,179,54740,213010,158270,312,STHYD-0
342d35,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,29,192,96,34510,114240,79730,163,STCBE-3
d8f51c,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,449,1499,1499,1347000,3747500,2400500,1050,STMYS-1
cd36b2,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,127,168,168,8255,5460,-2795,41,STCHE-4
780aaa,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,19,14,14,7885,4357.5,-3527.5,-5,STMYS-1
decd5e,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,21,17,17,1050,637.5,-412.5,-4,STMDU-2
d88318,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,45,298,149,53550,177310,123760,253,STCHE-5
bf2632,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,57,66,66,3534,2046,-1488,9,STCHE-1
902903,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,49,328,164,17150,57400,40250,279,STVSK-2
8481be,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,327,287,287,94830,62422.5,-32407.5,-40,STCHE-1
333ef0,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,47,326,163,47940,166260,118320,279,STHYD-0
5dd3d3,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,40,54,54,4400,2970,-1430,14,STVJD-0
98cc83,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,84,127,127,5460,4127.5,-1332.5,43,STVSK-0
5a6ad7,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,45,306,153,45900,156060,110160,261,STBLR-9
b0cc1e,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,610,847,847,524600,488041.4,-36558.6,237,STBLR-9
21b73e,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,61,59,59,3355,2433.75,-921.25,-2,STTRV-0
c3c9e3,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,301,869,869,903000,2172500,1269500,568,STVSK-1
b76f57,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,66,440,220,23100,77000,53900,374,STBLR-8
95792f,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,106,243,243,318000,607500,289500,137,STMDU-2
53b2fd,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,320,467,467,55040,53817.08,-1222.92,147,STHYD-6
6a54d2,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,303,360,360,52116,41486.4,-10629.6,57,STCHE-5
cb7ddd,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,49,65,65,5390,3575,-1815,16,STVJD-1
f57184,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,21,18,18,1155,742.5,-412.5,-3,STHYD-5
4f76ac,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,383,344,344,111070,74820,-36250,-39,STMYS-3
3b086a,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,36,29,29,14940,9026.25,-5913.75,-7,STBLR-4
0cc836,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,18,14,14,990,577.5,-412.5,-4,STVSK-0
aacd2a,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,25,21,21,1250,787.5,-462.5,-4,STMYS-3
3968a6,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,19,16,16,1045,660,-385,-3,STMYS-3
fc2170,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,40,316,158,47600,188020,140420,276,STCBE-3
368ca0,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,432,3472,1736,159840,642320,482480,3040,STBLR-4
729701,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,22,18,18,9130,5602.5,-3527.5,-4,STVSK-2
6d863b,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,40,310,155,12000,46500,34500,270,STCBE-1
1d651c,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,121,273,273,363000,682500,319500,152,STCHE-5
a7aa70,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,25,28,28,4750,2660,-2090,3,STMDU-2
06c981,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,42,278,139,42840,141780,98940,236,STHYD-2
626cb9,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,36,48,48,3960,2640,-1320,12,STMLR-0
6c1493,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,66,144,144,198000,360000,162000,78,STVJD-1
c22ead,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,43,66,66,8170,6270,-1900,23,STBLR-6
a35a4f,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,122,153,153,7930,4972.5,-2957.5,31,STCHE-6
4f7c26,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,316,818,818,948000,2045000,1097000,502,STCBE-4
c4dae9,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,52,360,180,61880,214200,152320,308,STHYD-0
f199be,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,87,78,78,36105,24277.5,-11827.5,-9,STBLR-6
c1debe,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,381,1303,1303,1143000,3257500,2114500,922,STCHE-3
d61f6f,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,331,1806,903,66200,180600,114400,1475,STHYD-3
459bc3,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,97,756,378,33950,132300,98350,659,STBLR-8
ed90b8,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,18,13,13,990,536.25,-453.75,-5,STVSK-4
8fecef,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,75,434,217,22500,65100,42600,359,STCHE-1
dc2bb1,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,400,476,476,344000,274271.2,-69728.8,76,STMYS-3
13a676,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,203,296,296,34916,34111.04,-804.96,93,STCBE-4
42fb76,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,112,151,151,7280,4907.5,-2372.5,39,STHYD-5
f741af,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,333,456,456,57276,52549.44,-4726.56,123,STHYD-2
5c6465,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,36,278,139,42840,165410,122570,242,STHYD-5
2ba228,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,316,388,388,271760,223565.6,-48194.4,72,STCHE-5
21ac82,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,46,34,34,19090,10582.5,-8507.5,-12,STHYD-2
8e97d1,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,72,58,58,6480,3915,-2565,-14,STBLR-7
335090,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,262,673,673,786000,1682500,896500,411,STMYS-0
fc8d10,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,27,140,70,32130,83300,51170,113,STMLR-0
9a425b,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,276,267,267,43056,31239,-11817,-9,STCBE-0
4f570c,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,122,107,107,6710,4413.75,-2296.25,-15,STBLR-7
d1138a,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,63,84,84,3906,2604,-1302,21,STTRV-1
b6dd84,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,166,225,225,28552,25929,-2623,59,STVJD-1
151c7d,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,49,42,42,20335,13072.5,-7262.5,-7,STMLR-1
240703,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,471,659,659,405060,379715.8,-25344.2,188,STHYD-5
8d5095,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,234,840,840,702000,2100000,1398000,606,STCBE-2
efd0d2,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,486,1273,1273,1458000,3182500,1724500,787,STMYS-2
8ef678,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,311,398,398,53492,45865.52,-7626.48,87,STMYS-3
4ca177,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,75,396,198,76500,201960,125460,321,STVSK-4
fc3f51,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,40,330,165,12000,49500,37500,290,STBLR-6
f3d93f,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,73,95,95,8030,5225,-2805,22,STHYD-4
792708,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,115,890,445,40250,155750,115500,775,STBLR-5
4692bf,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,267,1462,731,98790,270470,171680,1195,STMLR-0
deb3a5,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,52,72,72,3224,2232,-992,20,STHYD-2
a0dc46,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,129,104,104,7095,4290,-2805,-25,STHYD-3
bb447f,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,36,55,55,2232,1705,-527,19,STCBE-3
fa1dd3,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,127,367,367,381000,917500,536500,240,STCHE-3
837127,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,208,197,197,32448,23049,-9399,-11,STVJD-0
6aae63,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,63,378,189,22050,66150,44100,315,STMYS-2
a24528,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,70,62,62,3850,2557.5,-1292.5,-8,STVSK-2
4ff977,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,292,750,750,876000,1875000,999000,458,STVSK-4
3.42E+08,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,34,38,38,6460,3610,-2850,4,STMDU-3
f8b215,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,40,276,138,40800,140760,99960,236,STBLR-4
f6c17f,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,54,45,45,4860,3037.5,-1822.5,-9,STBLR-0
67f756,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,111,882,441,38850,154350,115500,771,STHYD-5
d6cc80,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,61,472,236,18300,70800,52500,411,STCHE-4
9d9a6c,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,82,190,190,246000,475000,229000,108,STCBE-1
7ae5f8,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,87,114,114,16530,10830,-5700,27,STCHE-7
fedf26,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,19,15,15,950,562.5,-387.5,-4,STMLR-2
bfdede,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,61,86,86,11590,8170,-3420,25,STMYS-2
e2f806,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,36,252,126,36720,128520,91800,216,STMDU-1
2706c5,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,77,97,97,4774,3007,-1767,20,STMYS-2
79f662,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,40,28,28,3600,1890,-1710,-12,STVSK-1
3133f3,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,63,53,53,5670,3577.5,-2092.5,-10,STCHE-5
fd4e7e,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,336,1826,913,67200,182600,115400,1490,STCBE-4
77c6d5,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,59,67,67,6490,3685,-2805,8,STCHE-1
0d23fe,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,63,86,86,6930,4730,-2200,23,STVSK-4
221da2,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,91,211,211,273000,527500,254500,120,STCBE-3
b1a501,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,80,108,108,15200,10260,-4940,28,STBLR-0
4e42b9,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,376,2894,1447,75200,289400,214200,2518,STHYD-4
1e5ae7,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,54,51,51,4860,3442.5,-1417.5,-3,STCHE-7
078a6a,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,57,47,47,5130,3172.5,-1957.5,-10,STMDU-0
8dca75,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,71,496,248,24850,86800,61950,425,STBLR-5
4eb35e,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,483,3814,1907,178710,705590,526880,3331,STCHE-6
